T_FR_HIP,T_FR_THIGH,T_FR_CALF,T_FL_HIP,T_FL_THIGH,T_FL_CALF,T_RR_HIP,T_RR_THIGH,T_RR_CALF,T_RL_HIP,T_RL_THIGH,T_RL_CALF,Environment
0.00039856680210734966,0.0026354141188775705,0.0006366413431764514,0.00039856680210734966,0.0026354141188775705,0.0006366413431764514,0.00039856680210734966,0.0026354141188775705,0.0006366413431764514,0.00039856680210734966,0.0026354141188775705,0.0006366413431764514,Corridor
0.0004084713752692721,0.0032595246861513243,0.0007996547415808782,0.0004084713752692721,0.0032595246861513243,0.0007996547415808782,0.0004084713752692721,0.0032595246861513243,0.0007996547415808782,0.0004084713752692721,0.0032595246861513243,0.0007996547415808782,Corridor
0.00032292137513837587,0.0012809793490339786,0.00028524050300611785,0.00032292137513837587,0.0012809793490339786,0.00028524050300611785,0.00032292137513837587,0.0012809793490339786,0.00028524050300611785,0.00032292137513837587,0.0012809793490339786,0.00028524050300611785,Corridor
0.0005090696656459803,0.0038171349513176278,0.0009280931823257882,0.0005090696656459803,0.0038171349513176278,0.0009280931823257882,0.0005090696656459803,0.0038171349513176278,0.0009280931823257882,0.0005090696656459803,0.0038171349513176278,0.0009280931823257882,Corridor
0.0003763487298567326,0.002759821848978961,0.0006765478826429768,0.0003763487298567326,0.002759821848978961,0.0006765478826429768,0.0003763487298567326,0.002759821848978961,0.0006765478826429768,0.0003763487298567326,0.002759821848978961,0.0006765478826429768,Corridor
0.00041156134218922835,0.0022969425483839907,0.0005490937692271687,0.00041156134218922835,0.0022969425483839907,0.0005490937692271687,0.00041156134218922835,0.0022969425483839907,0.0005490937692271687,0.00041156134218922835,0.0022969425483839907,0.0005490937692271687,Corridor
0.0005314844226901406,0.0038781349518888816,0.0009395278048073921,0.0005314844226901406,0.0038781349518888816,0.0009395278048073921,0.0005314844226901406,0.0038781349518888816,0.0009395278048073921,0.0005314844226901406,0.0038781349518888816,0.0009395278048073921,Corridor
0.00024299988935034446,0.0017930942623830143,0.00043990453106261274,0.00024299988935034446,0.0017930942623830143,0.00043990453106261274,0.00024299988935034446,0.0017930942623830143,0.00043990453106261274,0.00024299988935034446,0.0017930942623830143,0.00043990453106261274,Corridor
0.0004346232323886314,0.002728909686639475,0.0006481550454376969,0.0004346232323886314,0.002728909686639475,0.0006481550454376969,0.0004346232323886314,0.002728909686639475,0.0006481550454376969,0.0004346232323886314,0.002728909686639475,0.0006481550454376969,Corridor
0.000196052220292988,0.0005747039482145278,0.00011287923183846416,0.000196052220292988,0.0005747039482145278,0.00011287923183846416,0.000196052220292988,0.0005747039482145278,0.00011287923183846416,0.000196052220292988,0.0005747039482145278,0.00011287923183846416,Corridor
0.0003072771891681316,0.0021714494590345597,0.000525511342190765,0.0003072771891681316,0.0021714494590345597,0.000525511342190765,0.0003072771891681316,0.0021714494590345597,0.000525511342190765,0.0003072771891681316,0.0021714494590345597,0.000525511342190765,Corridor
0.00032531426853916237,0.0010428874389115164,0.00021629983494048856,0.00032531426853916237,0.0010428874389115164,0.00021629983494048856,0.00032531426853916237,0.0010428874389115164,0.00021629983494048856,0.00032531426853916237,0.0010428874389115164,0.00021629983494048856,Corridor
0.0003078813963595055,0.0030026791190255215,0.000735416534307811,0.0003078813963595055,0.0030026791190255215,0.000735416534307811,0.0003078813963595055,0.0030026791190255215,0.000735416534307811,0.0003078813963595055,0.0030026791190255215,0.000735416534307811,Corridor
0.0005130002393761879,0.003367212641224585,0.0008160761808379715,0.0005130002393761879,0.003367212641224585,0.0008160761808379715,0.0005130002393761879,0.003367212641224585,0.0008160761808379715,0.0005130002393761879,0.003367212641224585,0.0008160761808379715,Corridor
0.00043902470798674095,0.0016991585475249515,0.0003794740391143953,0.00043902470798674095,0.0016991585475249515,0.0003794740391143953,0.00043902470798674095,0.0016991585475249515,0.0003794740391143953,0.00043902470798674095,0.0016991585475249515,0.0003794740391143953,Corridor
0.00046721357338198936,0.0036511996152825414,0.000895599708433742,0.00046721357338198936,0.0036511996152825414,0.000895599708433742,0.00046721357338198936,0.0036511996152825414,0.000895599708433742,0.00046721357338198936,0.0036511996152825414,0.000895599708433742,Corridor
0.0011891731679800589,0.008180120167613205,0.0019978889313158545,0.0011891731679800589,0.008180120167613205,0.0019978889313158545,0.0011891731679800589,0.008180120167613205,0.0019978889313158545,0.0011891731679800589,0.008180120167613205,0.0019978889313158545,Corridor
0.000400223829513376,0.002663929562632996,0.0006448237415487695,0.000400223829513376,0.002663929562632996,0.0006448237415487695,0.000400223829513376,0.002663929562632996,0.0006448237415487695,0.000400223829513376,0.002663929562632996,0.0006448237415487695,Corridor
0.0006834656150868819,0.004842994638358202,0.0011834824728740548,0.0006834656150868819,0.004842994638358202,0.0011834824728740548,0.0006834656150868819,0.004842994638358202,0.0011834824728740548,0.0006834656150868819,0.004842994638358202,0.0011834824728740548,Corridor
0.0010989656375436237,0.007654290308327392,0.0018673274152318563,0.0010989656375436237,0.007654290308327392,0.0018673274152318563,0.0010989656375436237,0.007654290308327392,0.0018673274152318563,0.0010989656375436237,0.007654290308327392,0.0018673274152318563,Corridor
0.00040901988848069423,0.004128319816702414,0.0010134317855452072,0.00040901988848069423,0.004128319816702414,0.0010134317855452072,0.00040901988848069423,0.004128319816702414,0.0010134317855452072,0.00040901988848069423,0.004128319816702414,0.0010134317855452072,Corridor
0.00045669516451315155,0.0020331516559114475,0.0004638979426345339,0.00045669516451315155,0.0020331516559114475,0.0004638979426345339,0.00045669516451315155,0.0020331516559114475,0.0004638979426345339,0.00045669516451315155,0.0020331516559114475,0.0004638979426345339,Corridor
0.0006034631972314115,0.0029223994539012404,0.0006859370826616321,0.0006034631972314115,0.0029223994539012404,0.0006859370826616321,0.0006034631972314115,0.0029223994539012404,0.0006859370826616321,0.0006034631972314115,0.0029223994539012404,0.0006859370826616321,Corridor
0.0020127055681433055,0.01542554826463518,0.0037847178338023123,0.0020127055681433055,0.01542554826463518,0.0037847178338023123,0.0020127055681433055,0.01542554826463518,0.0037847178338023123,0.0020127055681433055,0.01542554826463518,0.0037847178338023123,Corridor
0.0009754532878320721,0.010173236590172661,0.0024883922967393053,0.0009754532878320721,0.010173236590172661,0.0024883922967393053,0.0009754532878320721,0.010173236590172661,0.0024883922967393053,0.0009754532878320721,0.010173236590172661,0.0024883922967393053,Corridor
0.0015017026526324524,0.010726972504140127,0.0026278930825374756,0.0015017026526324524,0.010726972504140127,0.0026278930825374756,0.0015017026526324524,0.010726972504140127,0.0026278930825374756,0.0015017026526324524,0.010726972504140127,0.0026278930825374756,Corridor
0.001966226046683387,0.020288295242757208,0.0049823901307933,0.001966226046683387,0.020288295242757208,0.0049823901307933,0.001966226046683387,0.020288295242757208,0.0049823901307933,0.001966226046683387,0.020288295242757208,0.0049823901307933,Corridor
0.0010612511711524293,0.012551629542107957,0.003078884983727861,0.0010612511711524293,0.012551629542107957,0.003078884983727861,0.0010612511711524293,0.012551629542107957,0.003078884983727861,0.0010612511711524293,0.012551629542107957,0.003078884983727861,Corridor
0.001274360598657232,0.008778117812147528,0.0021443524705697433,0.001274360598657232,0.008778117812147528,0.0021443524705697433,0.001274360598657232,0.008778117812147528,0.0021443524705697433,0.001274360598657232,0.008778117812147528,0.0021443524705697433,Corridor
0.0004991237995406391,0.005526549146831654,0.001357337694161451,0.0004991237995406391,0.005526549146831654,0.001357337694161451,0.0004991237995406391,0.005526549146831654,0.001357337694161451,0.0004991237995406391,0.005526549146831654,0.001357337694161451,Corridor
0.0007972443807114811,0.00869585999260273,0.0021272295660081306,0.0007972443807114811,0.00869585999260273,0.0021272295660081306,0.0007972443807114811,0.00869585999260273,0.0021272295660081306,0.0007972443807114811,0.00869585999260273,0.0021272295660081306,Corridor
