index,time,trans_x,trans_y,trans_z,roll,pitch,yaw
270,5260.68,1.86283,-0.211253,-0.00531256,-0.0526574,-0.00133402,-0.624375
271,5260.78,1.91682,-0.239601,-0.00298201,-0.0514363,0.00669312,-0.641107
272,5260.88,1.92853,-0.266698,0.000627999,-0.0462773,0.0132903,-0.738361
273,5260.98,1.96274,-0.29651,0.00625323,-0.0466022,0.019724,-0.77826
274,5261.08,1.98147,-0.319981,0.00531616,-0.0601705,0.00654792,-0.781188
275,5261.18,1.99176,-0.324035,0.00592204,-0.0600984,0.00118897,-0.783313
276,5261.28,2.00838,-0.334297,0.00671371,-0.0697495,-0.0222364,-0.785363
277,5261.38,2.0383,-0.355788,0.00715247,-0.0691983,-0.0304685,-0.775926
278,5261.48,2.06439,-0.399077,0.00490913,-0.0741308,-0.0215743,-0.780622
279,5261.59,2.11718,-0.455665,-0.0068151,-0.0619737,-0.00939717,-0.817596
280,5261.69,2.13637,-0.504774,-0.0139194,-0.0373521,-0.00494138,-0.931419
281,5261.79,2.17172,-0.559037,-0.00386522,-0.0266466,0.00589139,-0.998394
282,5261.89,2.20231,-0.602965,-0.00271502,-0.0228965,0.0140551,-1.02459
283,5261.99,2.21712,-0.628319,-0.00109851,-0.0353922,0.0027914,-1.0298
284,5262.09,2.2239,-0.652408,0.00496626,-0.0441137,0.0125232,-1.02724
285,5262.19,2.23969,-0.656008,0.00558214,-0.0544273,-0.00528604,-1.03127
286,5262.3,2.25058,-0.665273,0.00205627,-0.0725799,-0.0224269,-1.02631
287,5262.39,2.27204,-0.694408,0.00123235,-0.0716178,-0.0271226,-1.02114
288,5262.49,2.30048,-0.745301,0.00588438,-0.0655261,-0.0352539,-1.0242
289,5262.59,2.32977,-0.814989,0.00560169,-0.0426679,-0.0319916,-1.02176
290,5262.69,2.3825,-0.89481,0.00264396,-0.0410861,-0.0178679,-1.01233
291,5262.8,2.43313,-0.982461,0.0149151,-0.0317301,-0.0185662,-1.01785
292,5262.9,2.46994,-1.0599,0.0142891,-0.0102743,0.00670659,-1.01522
293,5263,2.5034,-1.12964,0.0186233,-0.0325335,0.00840994,-1.00751
294,5263.1,2.52933,-1.17271,0.0233139,-0.0194629,0.0132525,-1.01375
295,5263.2,2.55457,-1.20926,0.0254839,-0.0139375,0.00767919,-1.02085
296,5263.3,2.57899,-1.25462,0.0212474,-0.027254,-0.00867733,-1.01779
297,5263.4,2.61096,-1.30348,0.0216283,-0.0255409,-0.0138439,-1.01576
298,5263.5,2.6507,-1.37076,0.0162219,-0.013799,-0.0208772,-1.02224
299,5263.6,2.70238,-1.46794,0.0164221,-0.012749,-0.0274223,-1.01105
300,5263.7,2.76221,-1.55217,0.0172936,-0.019018,-0.0359779,-1.02435
301,5263.8,2.82865,-1.65828,0.0198021,-0.00771873,-0.026244,-1.01792
302,5263.9,2.89158,-1.76086,0.0178217,-0.0293027,-0.013049,-1.01494
303,5264.01,2.95535,-1.85424,0.0306959,-0.0225476,-0.000760146,-1.02025
304,5264.11,2.99432,-1.9452,0.0335345,-0.0172088,0.0135896,-1.01659
305,5264.21,3.02889,-2.01522,0.0256265,-0.0235165,0.000964064,-1.00518
306,5264.31,3.07948,-2.09497,0.0286175,-0.0149695,0.000879355,-1.0171
307,5264.41,3.1252,-2.16697,0.0264545,-0.0186771,-0.0109862,-1.01634
308,5264.51,3.20066,-2.25179,0.0209021,-0.0422637,-0.00200587,-1.01157
