index,time,trans_x,trans_y,trans_z,roll,pitch,yaw
399,6277.15,-1.34336,1.9132,-0.0513644,0.0302401,-0.00949112,-2.47347
400,6277.25,-1.37435,1.89643,-0.0521333,0.0318385,-0.0112174,-2.46656
401,6277.35,-1.40577,1.87335,-0.0483847,0.0298648,-0.00596243,-2.46365
402,6277.46,-1.42966,1.85102,-0.049141,0.0296316,0.000814292,-2.47269
403,6277.56,-1.44517,1.84137,-0.0486639,0.0274542,-0.00435248,-2.47108
404,6277.66,-1.46316,1.8261,-0.0464493,0.0283708,-0.00599685,-2.4688
405,6277.76,-1.47816,1.80995,-0.047909,0.0240057,-0.0130587,-2.47528
406,6277.86,-1.49571,1.79736,-0.0493127,0.023856,-0.0135592,-2.47209
407,6277.96,-1.51884,1.77641,-0.0478011,0.0205421,-0.013177,-2.4666
408,6278.06,-1.54516,1.75254,-0.0486142,0.0182766,-0.0137952,-2.47264
409,6278.16,-1.57446,1.73246,-0.0509076,0.0227154,-0.0102497,-2.46718
410,6278.27,-1.61381,1.70184,-0.0517885,0.0177118,-0.0137375,-2.4596
411,6278.36,-1.64272,1.67729,-0.0516077,0.0117693,-0.0118971,-2.4668
412,6278.46,-1.68231,1.64856,-0.052493,0.0198958,0.00217729,-2.46661
413,6278.57,-1.71988,1.62475,-0.0532255,0.0196109,-0.00266757,-2.45911
414,6278.67,-1.74373,1.59632,-0.0505217,0.0081503,0.00539525,-2.46342
415,6278.77,-1.77182,1.5717,-0.0540498,0.00882146,0.0124836,-2.46671
416,6278.87,-1.79121,1.56126,-0.0510195,0.00749514,0.00435143,-2.46052
417,6278.97,-1.80579,1.55025,-0.048529,-0.00119167,0.0112251,-2.45617
418,6279.07,-1.8178,1.53884,-0.0514745,-0.00214238,0.00446666,-2.46089
419,6279.17,-1.82508,1.54047,-0.0520919,0.000658104,0.005321,-2.45588
420,6279.27,-1.83367,1.53691,-0.0483483,0.00286087,0.00130746,-2.45084
421,6279.37,-1.84032,1.53152,-0.0487747,0.00118189,-0.00657926,-2.45766
422,6279.47,-1.8439,1.53447,-0.0500975,0.00738455,0.000279444,-2.45526
423,6279.57,-1.85532,1.52985,-0.0487632,0.008794,-0.00421365,-2.4485
424,6279.67,-1.84848,1.5338,-0.0537422,0.0112874,-0.0074094,-2.44256
425,6279.78,-1.85544,1.52887,-0.056198,0.0172877,-0.0111745,-2.37846
426,6279.88,-1.8586,1.52867,-0.053967,0.00991824,-0.0222964,-2.2534
427,6279.98,-1.85755,1.53206,-0.0530867,0.021987,-0.0120867,-2.19522
428,6280.08,-1.86196,1.53066,-0.0529752,0.0217555,-0.0141192,-2.16924
429,6280.18,-1.86453,1.52783,-0.0503175,0.0192576,-0.0158816,-2.16825
430,6280.28,-1.86907,1.52638,-0.0528156,0.0330745,-0.00713485,-2.16575
431,6280.38,-1.87651,1.52384,-0.0520381,0.0463223,-0.0200118,-2.13016
432,6280.48,-1.87415,1.52063,-0.0524319,0.0380607,-0.018306,-1.98591
433,6280.58,-1.8645,1.52542,-0.0520351,0.0351474,-0.00894425,-1.78161
434,6280.68,-1.85537,1.51441,-0.0499176,0.0303904,-0.0141478,-1.59998
435,6280.78,-1.84708,1.5067,-0.0508026,0.0286315,-0.0124757,-1.55562
436,6280.88,-1.84586,1.49737,-0.0498335,0.0251381,-0.00332034,-1.54323
437,6280.99,-1.85157,1.48896,-0.0480476,0.0240205,-0.0102312,-1.53668
438,6281.09,-1.85612,1.4871,-0.0459365,0.0261327,-0.0103742,-1.53212
439,6281.19,-1.85796,1.48047,-0.0485108,0.0265677,-0.0037179,-1.54002
440,6281.29,-1.86321,1.48384,-0.0496669,0.0309413,-0.00738096,-1.53122
441,6281.39,-1.86936,1.48364,-0.0457545,0.0398354,-0.0122348,-1.52682
442,6281.49,-1.87092,1.47642,-0.0479482,0.0312007,-0.0157291,-1.53693
443,6281.59,-1.87176,1.47148,-0.0486305,0.0293182,-0.0192853,-1.53616
444,6281.69,-1.86806,1.44239,-0.0476044,0.0303946,-0.0197206,-1.53172
445,6281.79,-1.86676,1.40446,-0.0487331,0.0233192,-0.0196629,-1.54135
446,6281.89,-1.87262,1.36262,-0.0514246,0.0364511,-0.0155749,-1.53804
447,6281.99,-1.87597,1.30297,-0.0511379,0.0338719,-0.0172321,-1.53212
448,6282.1,-1.87775,1.24704,-0.0497014,0.03822,-0.0040325,-1.54194
449,6282.2,-1.88291,1.20532,-0.0520535,0.0494687,0.0141452,-1.54627
450,6282.3,-1.89182,1.15492,-0.0503081,0.0373278,-0.000375885,-1.53519
451,6282.4,-1.89142,1.1266,-0.0487072,0.0363768,0.00531703,-1.53539
452,6282.5,-1.89374,1.10033,-0.0474289,0.0383438,0.0136074,-1.54073
453,6282.6,-1.89676,1.08369,-0.0457215,0.0299745,-0.00182902,-1.53471
454,6282.7,-1.89755,1.06888,-0.0440436,0.0289959,-0.0112748,-1.53642
455,6282.8,-1.8958,1.04964,-0.0466952,0.0174505,-0.00979037,-1.53861
456,6282.9,-1.89373,1.02206,-0.0451693,0.0159196,-0.019027,-1.53406
457,6283,-1.88931,0.991537,-0.0452742,0.0107626,-0.0173887,-1.5361
458,6283.1,-1.89009,0.939345,-0.0495107,0.00930549,-0.00897082,-1.54435
459,6283.2,-1.89353,0.887485,-0.0520946,0.0156204,-0.0162569,-1.53653
460,6283.31,-1.89198,0.82691,-0.0491761,0.0122562,-0.0157185,-1.53251
461,6283.41,-1.89425,0.761409,-0.0527216,0.0217517,-0.00425461,-1.5427
462,6283.51,-1.89865,0.703289,-0.0516785,0.0369411,-0.00719192,-1.53547
463,6283.61,-1.89828,0.631445,-0.0517088,0.0247524,-0.0133768,-1.52929
464,6283.71,-1.89595,0.570526,-0.0519428,0.0244264,-0.00551763,-1.54077
465,6283.81,-1.89804,0.509382,-0.0530395,0.0346897,0.00348527,-1.53871
466,6283.91,-1.89489,0.437046,-0.0526164,0.0184803,-0.000579587,-1.53288
467,6284.01,-1.88995,0.389537,-0.0518231,0.0179513,0.00989315,-1.53962
468,6284.11,-1.88568,0.338166,-0.0508418,0.0270986,0.0194791,-1.5392
469,6284.21,-1.88456,0.298102,-0.0498925,0.023595,0.0112355,-1.5328
470,6284.31,-1.88086,0.274883,-0.0455377,0.0208055,0.00978379,-1.53919
471,6284.41,-1.88287,0.245204,-0.0468464,0.0235217,0.0181267,-1.54422
472,6284.52,-1.88731,0.229171,-0.0441335,0.0232198,0.00493672,-1.54171
473,6284.62,-1.8882,0.215425,-0.0437132,0.0217081,0.00547134,-1.53768
474,6284.72,-1.88486,0.205089,-0.0460558,0.0152677,0.00225742,-1.54386
475,6284.82,-1.88703,0.201259,-0.0440922,0.0156159,-0.00872928,-1.53784
476,6284.92,-1.88639,0.197578,-0.0436191,0.0105913,-0.00656332,-1.53578
477,6285.02,-1.88618,0.198846,-0.0510202,0.00863483,-0.00534991,-1.53624
478,6285.12,-1.89047,0.192095,-0.0512822,0.0127069,-0.0122471,-1.52925
479,6285.22,-1.89227,0.181295,-0.0502411,0.0086702,-0.0287433,-1.53149
480,6285.32,-1.89777,0.165759,-0.0514903,0.0216043,-0.0162161,-1.52965
481,6285.42,-1.8993,0.137144,-0.0505234,0.0252088,-0.0210922,-1.52389
482,6285.52,-1.90291,0.111898,-0.0507546,0.0204375,-0.019785,-1.53363
483,6285.63,-1.90467,0.0811707,-0.0511092,0.0290551,-0.0147458,-1.53559
484,6285.73,-1.9059,0.038482,-0.0523951,0.0236035,-0.0164492,-1.52747
485,6285.83,-1.90327,0.00715575,-0.0515576,0.0208613,-0.0122355,-1.53558
486,6285.93,-1.90312,-0.0283982,-0.0504234,0.0244434,-0.000929619,-1.53506
487,6286.03,-1.90748,-0.0555502,-0.0496539,0.0237775,-0.00886455,-1.52955
488,6286.13,-1.90705,-0.0756882,-0.0448292,0.0221069,-0.00627284,-1.53277
489,6286.23,-1.9008,-0.0978399,-0.0472261,0.0194414,-0.00329506,-1.5375
490,6286.33,-1.9035,-0.106271,-0.0457197,0.0206537,-0.0121385,-1.53061
491,6286.43,-1.90077,-0.11553,-0.0431561,0.0230958,-0.0163968,-1.52662
492,6286.53,-1.90245,-0.12364,-0.047109,0.0151718,-0.0178059,-1.53426
493,6286.63,-1.9048,-0.130703,-0.0480014,0.0149036,-0.021731,-1.52888
494,6286.73,-1.90422,-0.14778,-0.0443706,0.0212628,-0.0249215,-1.52552
495,6286.84,-1.90528,-0.174148,-0.0478268,0.0161163,-0.0225923,-1.53246
496,6286.94,-1.90902,-0.204889,-0.0514772,0.0207749,-0.0235352,-1.52889
497,6287.04,-1.90688,-0.243418,-0.0465104,0.0213705,-0.0197371,-1.5262
498,6287.14,-1.90366,-0.281281,-0.048671,0.0194288,-0.0137198,-1.53553
499,6287.24,-1.90594,-0.320811,-0.0491313,0.0314295,-0.00687533,-1.5345
500,6287.34,-1.90746,-0.362179,-0.0481427,0.0267729,-0.0109383,-1.52667
